,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,App Name
9800,gp:AOqpTOHUAplT9AmPNJCJuPbOuS6mz0AGL90UeyUTLhcL_GP2UoG_VGLI4UJgGrlB9iSZqkgfPb6b-j5QHeMxZWE,Kudiarasu.d Xl c2,https://play-lh.googleusercontent.com/a-/AOh14GgUPPDIH6EOZP6kfxRZ2hVthaVdvnmhNcU1oa2PBw,Super optional friends chat and movie download,5,0,8.4.2,2022-01-08 17:41:23,,,Telegram
9801,gp:AOqpTOHlg5n5wzIBvdiUNvUqHyosCnQCIFIJAXYMxytEIPWrWJvAu0Af2rKjSRqbSKohudUYIliqb6U_eChbSnA,S. Jasvinder Jassi,https://play-lh.googleusercontent.com/a/AATXAJxzsPzGnnvHORcMtOK-dopumbNgnr2mADXiQ3RJ=mo,Not for reply or shared with other app lots of updation required Compare with other latest Three favourite app in india or International level than do needful amended or discrepancy . Easy or fast tracking or uploaded files or download timer or pending file percentage .,2,0,8.1.2,2021-11-07 09:39:00,,,Telegram
9802,gp:AOqpTOEf6L8x8k2ELpkRlk_144Q9_FYEFE2BSyR6PpbnCFiNu4bVs1mRUTkojC_ga36uLb6UlBlj_0icfm9PEUE,Lokesh Kavisth,https://play-lh.googleusercontent.com/a-/AOh14Gi9TH-Mo5OaCiyk-oYMkmVl7lMuzmJXFB8IjAzwVQ,Missing features 1. Mark all/select all 2. Leave all marked 3. Mark all as read Add these and i can give you 5 star⭐,3,1,8.2.2,2021-11-10 07:16:12,,,Telegram
9803,gp:AOqpTOGAH1gzaveYZ9OXRdCGdZAqUfCzs9oVfORuQ5yDloPGD2S1JkyPHUxrlskBVyQBNBT5MiRbGb7VVGKiCPk,Aleyna Elanur,https://play-lh.googleusercontent.com/a-/AOh14Gh5oUea1-tnDWW1UHJue7rJBuYkFNqs1thsW6dZvQ,Love it! Telegram is very easy to use and I love that I have more privacy here compared to certain other apps.,5,2,8.1.2,2021-10-28 23:38:54,,,Telegram
9804,gp:AOqpTOGnafj2hhc7XzoGSog2tO7csutE30-a7hhzWjDQpI2gsr7uIwPcIAf2blqsEUJKcJXy1WosGIpyuUXV_v8,Rahul Vanvi,https://play-lh.googleusercontent.com/a-/AOh14GjYV0nM_62cQ12g_JG5CuOO7DCe3hYd37AfgzBk8g,I love this app but this new update worst part of it that is downloaded files not showing in file manager and more storage loaded. Can't find files.,2,0,8.2.7,2021-12-05 21:40:36,,,Telegram
9805,gp:AOqpTOHo2ZcKV89YtPXHu0e3jqG6Op2sgX4EoWBs3CKoRP1MS-7l26isg8__ORcoX7dNj2cHF6NFmGEPWJrrg_g,Gaurav Jain,https://play-lh.googleusercontent.com/a-/AOh14Gjd9QX0lqXhfEoFSW8nwsQvPdTzslBfWyVsqee6,Too much Slow and old type surface of total app and messanger... must be fast and atractive and modified to easy to use for everyone...,4,1,8.2.7,2021-12-04 20:18:54,,,Telegram
9806,gp:AOqpTOEsmk4vc9dLIspEImiEG-r4jCW8DWhq0Ih4FTi9WqiDJXdViZBO1YJha4woJ6d-HRzFoZGx1R6yo7pPEGU,Vinay Katiria,https://play-lh.googleusercontent.com/a-/AOh14GjUAypjSQSYbPsM0h2IejUoQSYtfBfqGOVslFEfmw,Can't save download files as earlier it used to save all whatever download in separate telegram folder. Now nothing is there. Pl correct it quickly,2,2,8.2.4,2021-11-11 11:12:38,,,Telegram
9807,gp:AOqpTOGWKQS_3URDSiiUe5ir39vTIbrL-zhDW3NQHAe0a_RM7n9wGkYA-ndCmJt_Wtn14NUvzntl4pq80S0FA0M,Isaac Debrah,https://play-lh.googleusercontent.com/a-/AOh14GhPAF130G_u9m_b28ynznu61bqeTBqVHPCEZReNGA,This app is so good especially for group discussions. One gets to see and/or use documents prior to one joining a Telegram group.,5,3,8.2.7,2021-12-04 00:33:52,,,Telegram
9808,gp:AOqpTOE_C3qttQxKp-CRhh3qhbHBL3KSfpNKqXK9AhV-6ET8cTVsEpf3XJASXlUGfM3Se374WN48VVf6_HVPJtM,Kevin Delmotte,https://play-lh.googleusercontent.com/a-/AOh14Gh2sX1S6pdhxxwTYMZ_ueianGa80hmS40LgBxzi2w,Amazing and Safe Platform. Extremely Useful. By far the best and most complete social and communications app.,5,10,8.1.2,2021-09-23 17:06:43,,,Telegram
9809,gp:AOqpTOFAdfTOWqRfR-PknoEC91QiF7RG55NTxyQuv9CJUe1LI3P_oLXqBTV7bYVUnYaGFaxiUQE0IT0sT71rBE8,Yash Rajput,https://play-lh.googleusercontent.com/a-/AOh14Ggio2-73Gx3GKY0VdKCQLQTBLeB9hYqT8X-h_Hu,download speed is too slow. 👎🏻,2,2,8.5.1,2022-02-26 19:32:37,,,Telegram
9810,gp:AOqpTOGNiXGUyLKIzssleOQ3m59k2BFDCNlLIlXcTVYSm7z_Nh2rrOmexNJkuUk_kOGzeiEPKw6v2GXAtIK4KwM,mahmoudp3,https://play-lh.googleusercontent.com/a-/AOh14GibWbhdG-E1Gy_oOSyNWlHnGLIZTS5r5XEgrslI,"i want telegram files back,any way thats perfect!",5,0,8.4.1,2022-01-02 01:08:28,,,Telegram
9811,gp:AOqpTOGIEfwm1V9mnA7Plm26Sd6S4BaZygor3v3qUnyoFQgrbEx_1oDvcBSSXNnz7LNIAo_MfG_BHNYJwccSVOs,_M _W_A_R_Q_A _,https://play-lh.googleusercontent.com/a-/AOh14GiWEAz0iStycnQewJkF62F6yBlRmkusc5EpS-w61UY,There is a bug that we can't login . I am trying to login but the app is not working. So please fix the bug,1,3,8.2.7,2021-12-03 23:14:58,,,Telegram
9812,gp:AOqpTOFKJyGBOmUG9JfHk2imufqO5-uafY2LzYYYagrtEuT1vctAQpqgliAksyevMIfTWsPy6q4wXKdtnNXcHeg,Rahul Mourya,https://play-lh.googleusercontent.com/a/AATXAJzqgOZ68EgZY5cGrl1mrQuvQMMGoC4CPYyeetXbGw=mo,"After update, I can no longer see Telegram images and videos in my Gallery.sometime It can been seen by opening app",1,1,8.2.1,2021-11-06 17:51:36,,,Telegram
9813,gp:AOqpTOHqoHsm1QQ3Jwofo9FvQo8Vd8ewfr3EXSIyw2lvQJGTRzdLlktiSa_FcwAtxoUEjugSMZeyZNZzasDEDTU,Niroj Kumar Banik,https://play-lh.googleusercontent.com/a/AATXAJzkby0sfTmCr50PoNUYIkTqTgAbo2Pg934Ur_rZIg=mo,After the recent updates all my downloaded files were removed in Telegram for which I face a lot of difficulties and now downloaded files don't save to my android device. Very much disappointed plz fix ASAP😔,1,3,8.2.4,2021-11-10 06:42:43,,,Telegram
9814,gp:AOqpTOFgRynjZ_epwwtZOaG3H0tRXzLPvDr7-eksJ3UZJ1mNXdCLnQ5GotEAIcfCOWmOvoiiLqPo4yaOGGGFov4,Gill Sahab,https://play-lh.googleusercontent.com/a-/AOh14Gg5bWhOuJEeF0G6g1MwP8ilSvylp9T8Cp_09Bmwiw,Not working always saying connecting...,1,0,8.5.4,2022-03-09 23:49:27,,,Telegram
9815,gp:AOqpTOHVvPCDZbSSTq9Ni78-yrNmdz-QBBVen-rymF1QUW9QGq7aS96aYqEXtvRHUOGUnVQOTr6kbXU40csgGlg,Khushboo,https://play-lh.googleusercontent.com/a-/AOh14GhDcbjkDBdO6eqOh_wvVib9mIBWcYhplZnFCoeiU2U,Telegram file and media not showing in internal storage. So biggest drawback,1,0,8.2.2,2022-01-09 13:03:28,,,Telegram
9816,gp:AOqpTOEfTBDyiJr5rAgDXqgFpRdMeYw9vFyoH7lh18EMLAOR7NmUQ8bT5jVLiBe4zE1oP8QyVBEVawb0XqfL_7Y,Asif Mulani,https://play-lh.googleusercontent.com/a-/AOh14GjExbE4OoUnIwTivteXE2d6ZGS3psvTXRk4p8UH7Q,"It was great app intially, but new update make in worst, lots of bugs, excess battery consumption.",1,3,8.2.7,2021-11-14 23:16:41,,,Telegram
9817,gp:AOqpTOE80s5Xuiwc621eiJ0A76-zLLLbfFnxtbL8EP4sTdiAa9FeK_suge_p1xlO7P62GL-WLoWOHhK7M7u7Ckw,ARRON ALAPATT,https://play-lh.googleusercontent.com/a-/AOh14GhhkZdkWszqILwTVPXL4CMKYv-d59mVhBsI-_biQw,Very good app for downloading and its very secure that is great point for telegram and if we have amy problem we use the help opyion. So they will answer all the doubts we have.,5,2,8.2.7,2021-12-04 07:34:01,,,Telegram
9818,gp:AOqpTOGN2VMeloTsgAYMfK1XXiyBDxW29KPAojTfiLjWkBk0WZEX8nH99QTITEGPWu-Hr-Qc0s5q_9BhFglLy4g,Santosh Sakhare,https://play-lh.googleusercontent.com/a/AATXAJwRLOGvGom_INOa6RrMqL1aPZGPFpxyzwGv7bpn=mo,This app is amazing to also help about Knowledge,5,0,8.4.3,2022-01-26 00:00:52,,,Telegram
9819,gp:AOqpTOHyYIUyn4gXKSERkH9IwQ8acM9Bza8lbGoTvkrl5MjXaQVCb8ruSvDcrkJviBNHZ4N4TsVMGgaMuQfxE84,Badruzzaman Abd.Rahman,https://play-lh.googleusercontent.com/a-/AOh14Gi4nxN4PICNUM0p9D3rqX8B98tNwqAXoP3dd-5kig,"Everything was ok up till Wednesday, i suddenly isn't able to allow Telegram to send files anymore. Only media. Had checked on phone settings, even reinstalled app to no avail. Appreciate help. Tqvm",3,2,8.2.1,2021-11-05 17:29:15,,,Telegram
9820,gp:AOqpTOHoOIXnsAMcPMw7HW1iiQN7Quv1uQ6L7Q7pIE7-DHgVizzNKG2ZrHwf8pqhIPy7xUXGur0hUaqpuotTAI0,Dhruv Sharma,https://play-lh.googleusercontent.com/a/AATXAJzSnSTxzUUTbnXGiG-Tkmt71w0MVvMW08t7KzrY=mo,Reform quize vote its not showing results clearly...,5,0,8.6.1,2022-03-16 11:41:38,,,Telegram
9821,gp:AOqpTOEtdTrxdwP6H0Spzo7qywaOOnaRHpGy3EEmFN1SIunFPyJdUtoUhLxaJVvCefveeadUkOfE6S1WsJdpH0k,Jamaica Lumictin,https://play-lh.googleusercontent.com/a-/AOh14Gg0gcUTcgFKVbpPcBxfWqynos6EdVekNh-Uj_0F3g,"It's always ""Connecting"". I've received notifications but I Can't reply. Other reviews also experienced the same. I want to download somg but it won't😡😟",2,2,8.2.7,2021-11-23 00:18:09,,,Telegram
9822,gp:AOqpTOG7cUFNWRX_-xtLuBjJ27L2T6DtCVK46Amb17JQ-yP6vEObSWRnGPxois2lKbAl5Hnci4HOzeBKru4rmYI,Athu Antonio,https://play-lh.googleusercontent.com/a-/AOh14Gg3TUTYmt7GG1denJ93krRAJXcAYY1CFVLMXqd5,It was been good. But connection problems. App displays connecting connecting frequently. It slows and pause downloading,4,1,8.2.7,2021-11-25 20:38:26,,,Telegram
9823,gp:AOqpTOH7jQg5e7A2u2DWWgQZSm5Az8P_ZS27HwcQsHZkBXbs-zec8K6Ij7hamP81D8mTe0NtEd5wP1HX730BQaI,Akansha,https://play-lh.googleusercontent.com/a-/AOh14Gh_Hrzvoxt2hfIUXcsMQFqfYAILOWR1UB9FXsNpUA,"New update slow, it take minutes to load channel (new messages) and network is not slow but this app",1,0,8.2.7,2021-12-06 17:00:59,,,Telegram
9824,gp:AOqpTOFo3UHDMU1feU0Ul10JooEisY8nVI4wM5HHnyEG-rjVqPD6kJZx_veJu_7jsi8Iqzyn6Lr6G2n0ZcBEyiA,robert emmanuel,https://play-lh.googleusercontent.com/a-/AOh14GiOoNbR_BCunsrsL0_BqqzUB9ZpRlUP5084eFsmDQ,It's an amazing app with unlimited downloads and best for group chat. I can't rate it less than 5 🌟 Star,5,9,8.2.7,2021-12-05 04:04:52,,,Telegram
9825,gp:AOqpTOHR_mTgyWmwcuFa5008D1tMKPgYHxVM9zTfwExljKRegErjsBnMVp2l-gLddyAKfej7ZT7B-EI6GbW7I0U,Issah Haruna,https://play-lh.googleusercontent.com/a/AATXAJx8PkSvqtyy8L9jZQbrI-NIE5wqUtcfrgUEA3Lw=mo,The the size of the movies are bigger compared to certain links which are very small,3,0,8.4.2,2022-02-15 17:14:02,,,Telegram
9826,gp:AOqpTOEYp_0THCvErhDXn_r6YuEu4SAFaqdBhUykbSJqlcsVUkxUMYZ26-Rgv9re3nkmS3wHZccae67_RRXzvPk,Dawodu Seyi,https://play-lh.googleusercontent.com/a-/AOh14GhhwCG82Vn2gKb5SmjMfDLFB7wrnis19NhAElZUmA,Nice App with unlimited potentials but the data consumption issue should be looked into. Data management should be greatly considered,3,9,8.2.2,2021-11-11 04:26:55,,,Telegram
9827,gp:AOqpTOFVNwhyKqzBPHtf4y6kq97jbmFpITfRkpVi6cE-OfWwsohNfygKVrZCDwQ11O8DgGpmR2a8tTkzRf28Zgs,f s,https://play-lh.googleusercontent.com/a/AATXAJypZsKG6XtvwKSLssHUcF6BfY94SYkR2cR0P7w=mo,In New update I can't save photos and videos in gallery automatically. Please fix it soon .,3,1,8.2.2,2021-11-07 18:23:18,,,Telegram
9828,gp:AOqpTOGV5PabuXB4UZTKCGH7C0UgXk1G8_gh91wdIFy9s4WCPhLuUl0M-DyWbowu4AwsLJIN-mzzAB83oH9TMBs,Glory Akingboju,https://play-lh.googleusercontent.com/a/AATXAJy9k-yjXmp3CV6rxL4BQ5TFrhR8CZ5Jz4d2j3zK=mo,"The app is actually cool, but since the last update I cannot save movies I download on here to my phone unlike before, now I have to rename all my movies, pleas work on this, it's very important",2,4,8.2.7,2021-11-29 18:48:46,,,Telegram
9829,gp:AOqpTOGGk4YhrK3Oiw9Tfv5-YK8KanIFcInadTB_Nndn4gqeKS2Df3vwKn60W3QCbf-bS5ByIPEVPEhLrrTGKj0,YBK,https://play-lh.googleusercontent.com/a-/AOh14Gg22kwiSlQk7zK88Z6hxuGkQoLacYYH1_8HcXPl_A,New update is pathetic...not able to locate downloaded files in device storage...didn't like cloud based storage at all..,1,2,8.2.7,2021-11-20 11:25:41,,,Telegram
9830,gp:AOqpTOFnQRZ70DJnQtfEWPqlGdxIUcvqGLBwTKjDzckD0PWscnfniNogiELcdTZsm9vhQlW-7aWnkKbjhVo0acM,Vicky Gold,https://play-lh.googleusercontent.com/a/AATXAJyaD03yBaapleXzLXsv-ri5Sqy63T1-iEcx5_Gt=mo,"Each time i download something for example 1.7gb when it gets to 1.6gb, the download restarts by it self",2,0,8.2.7,2021-12-31 01:30:22,,,Telegram
9831,gp:AOqpTOGkH2H6MBi7RinpnsADeM48FIjTVYXc_x35aMfouaSxp_eIXVurF0s1Knr8EuzTUA0gMIzZ6zwM9vJu5bI,Пётр Солодянкин,https://play-lh.googleusercontent.com/a/AATXAJxstvMk32fHl0QRx4NdB44SkyZ9MrQy2VMWUjOh=mo,Can't upload videos in the background. Upload terminates as soon as I exit the app or my screen locks. Whatsapp is much better in that regard,3,5,8.2.7,2021-12-04 02:33:47,,,Telegram
9832,gp:AOqpTOEKCknCnl_3H2UcP7FXrFCKYrUNGOfN2atH0I6nA6KBdROZQgTaVci2It-lNbo03EfPfiKIAqSYJoKoBlM,Siyabonga Mhlanga,https://play-lh.googleusercontent.com/a-/AOh14GjvBPFxq6nTlB0iOMRbAchaK-hUV6YoOByty9az8Q,"Telegram used to be good, now when i download something I have to redownload again because doesn't save the first download, it wasting my data.",2,21,8.3.2,2021-12-16 08:10:30,,,Telegram
9833,gp:AOqpTOECIrDD-L6bQbgTNH8D5KniO_IA0wUSXdwhy1adKiCt6fIcaIcdbwoz6pUujAquXp00JY1gE_j-hOGy5Og,Prabhat Rao,https://play-lh.googleusercontent.com/a-/AOh14Gg6gfSHnbvG58VgaPaRie6A21IPRjaBk5MC1Xp2,Telegram is absolutely useless app because despite having network it tells waiting. Please try to make it a good app otherwise people will stop running. This app is a waste app at this time.....,1,1,8.1.2,2021-10-28 11:29:02,,,Telegram
9834,gp:AOqpTOE4ZV526UhgJ-hxOGCNZlBdEtlSBIJaJ69YhlVZKjyw4Z1eTwMFKVTJTtrCQXm3tyJYVABDewDenEvJK9E,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Reliable, fast. Enjoy using it",5,0,8.4.2,2022-01-02 10:20:19,,,Telegram
9835,gp:AOqpTOG-7aePL2jovEA2I2BlC_CvQh-297jJurprMMnFn8NWWLrhVmTbCy9K37QzFTx1l7LFo6QNBG-VAAk-n7I,Heet Patel,https://play-lh.googleusercontent.com/a-/AOh14Gjo85c5TphDe90o-TQkvyJHQnjyZeRDucamV64Q-g,Aftereach update my downloads are being deleted automatically. This has happened thrice now in 4 days. I have got 3 updates in these 4 days.,1,1,8.2.4,2021-11-10 08:57:51,,,Telegram
9836,gp:AOqpTOH8vu0lD61pI06MEEug0CWJ689En6bwHHXgSYHWdSURsJ0hrOKh-FrvQsmu6wDfe3gcxKReIRIITJPHy2Y,NITHIN K,https://play-lh.googleusercontent.com/a-/AOh14GgWMG-HAGRFiPUG8ljZp9TeiFQ6Qp_eRR85e6juww,Unable to access downloaded file anymore. Storage space has started running out after files started getting accumulated.,1,1,8.2.7,2021-12-02 00:03:37,,,Telegram
9837,gp:AOqpTOEIhzEfC6teT2Pl4HZ0Kk6odqHTjO66S39w4Vl-QqS_U7YLGsBp0CQeoMMuSQEGKb6vbzMD72JzdKSwva4,Prathibha T R,https://play-lh.googleusercontent.com/a-/AOh14GgnwcQ-N9z4lTnoZ8gKRbJOOEJUj3UGEJD2HVlMzg,"I like this app most ,because it have very attractive stickers and beautiful emojies I have ever seen...and I'm very happy to use this telegram...",5,0,8.2.7,2021-12-05 19:15:40,,,Telegram
9838,gp:AOqpTOHF-0OamNbTwVzI5X_zcIB4VQAU53hhRSpXWZDkGgmBtvP3U_tYdltkU9U6VSQ7oFKvqFjxHgcP2FuH6oI,Nilesh Kaware,https://play-lh.googleusercontent.com/a/AATXAJxpL4x-2uTzR9DTqsovoHDRQHU96GLAGhLRholl=mo,New 8.2.2 is very worst update since i am unable to save media images and videos in gallary..after opting save to gallary...please remove this bug...,3,1,8.2.2,2021-11-09 21:15:29,,,Telegram
9839,gp:AOqpTOHurY2m68WmcCIujZyIJYge0i8urt5-miE59MrKcNQMG7gfogk324U7KHcdMnLU2cg43SI29QR5Kd6Oeas,Rahul rawat,https://play-lh.googleusercontent.com/a-/AOh14GjNT6pc04ZCjMyZI2DWmSBaHFo4V5-qAxPrryxr7Q,My download stops in between I can't download file,3,0,8.4.4,2022-01-31 10:09:08,,,Telegram
9840,gp:AOqpTOEUK6qHJJ5WKgSFRGtY78C7M-BH3jtCSE8uB6p1sShfl_rrHc0NEVXtDfZThIPpvyclGeno70qT9ILfo4k,Kwezi Jozi,https://play-lh.googleusercontent.com/a/AATXAJy8-OEFkDh7ibF_1WlkOE-qwx8ll1yJawp1BZNO=mo,Honestly I would give telegram 5 stars but the reason I gave it 3 stars is because every group chat I'm in we receive a message saying telegram will ban this channel two days later the Channel says copyright infringement Please 🙏 can y'all fix this issue because some of us we really need those channels please fix this issue then y'all will receive a 5 star ✨ please,3,12,8.2.4,2021-11-14 16:00:27,,,Telegram
9841,gp:AOqpTOFdTAxP4NMG7y40CnqWRNuBcS3H6o9Zz2xHuOwTeE2AkFdbT3MrJBxZlyyV_rA9-hHQ4G5hAYb8h0Xn39o,shaju jey,https://play-lh.googleusercontent.com/a-/AOh14GhopDRXxvS35Lpy3YkQC-7w9kDDjnnaaoQ3rJcRaw,"Very wonderful, just like whatsapp. But more specialised like you can view group messages prior to join etc.",4,2,8.2.7,2021-12-03 22:58:20,,,Telegram
9842,gp:AOqpTOGZsq6b2ioDd87_Qb4N5d_fhIHlGGLY3aEwn160UxtoAnmGTvs3elwEm_c_G93g5KVf6tF4pt3Sz8AL8FA,Deserve Better,https://play-lh.googleusercontent.com/a-/AOh14Ggv4MvplmBVx7ZLA2w3sXo3G6LEPrB94lXK0PLq6Q,"I can't dwnld photos, video & dll aftr update this app. Please fix this !!!",1,0,8.3.2,2021-12-24 09:25:20,,,Telegram
9843,gp:AOqpTOGZVs5VHZ-v9T4XlCI0pt1N0S6VM4cFiGdylSDNrnFfZ4MGhPejPntNPMTzADA95BSjFuyDYAa-s4UeG4Y,Anurag Goswami,https://play-lh.googleusercontent.com/a/AATXAJzNWd9tmPrnx4okmMANqxTtRy3jvGRrC6eIGAln=mo,Better than WhatsApp. But chats keep on loading even on LTE connection. All other apps are working fine. Clearing cache doesn't work.,4,162,8.2.2,2021-11-10 22:25:20,,,Telegram
9844,gp:AOqpTOEZstGtC_RlwNf9zD2i6ygH887GiloG1-xY_wP7Wb1u5Hz3aMPEDu6UqJMj1ESGMXE3Ri3sHOAK78mK7tY,Kowsigan Mv,https://play-lh.googleusercontent.com/a-/AOh14GhHGXJf6sBd9iQOf8GMoPyVNIC_ou84YByjpYWK,Good this app I like this app so much so many apps in the world but this one is unique very good safety and no issues in storage like this 😍😍😍🥳🥳,5,2,8.2.7,2021-12-04 17:20:57,,,Telegram
9845,gp:AOqpTOE5yq-TfTjj9twIVL5Pl7UzJ0N_foHXKXuMbBw-SE0_CvLRMdTcDhzZGkbVQGEodAkb7GPvBIL87DXSkuw,sina Mostafaei,https://play-lh.googleusercontent.com/a-/AOh14GhgNPDiTLtd6p4ISM8ta8FNsJCsxqUeJDFuyw6f,"I can not use the features you provide in the updates, is there a problem with my IP !?",2,0,8.4.4,2022-01-28 07:14:20,,,Telegram
9846,gp:AOqpTOFCpD9vaGDyzVL46w3V8Epy-tPy3AXSaduiTa8wYlAymlZmjjD0i91xixQRxDGWssCIU_a9obtNuoUc1sk,GANESH KUMAR,https://play-lh.googleusercontent.com/a-/AOh14Ggc-uqOTrev2JIpPbLvFPRuWTR081Xc8UFLamzufg,"Add some features like catagorieswise folder example photos, videos, documents, music aur downloaded file also exist in same name not in numbers",3,0,8.1.2,2021-11-11 12:57:32,,,Telegram
9847,gp:AOqpTOGjV1lEkO7LyI5BRQRKJGebaSs4n6u8H3VVd6xHKo1cL1TbEI42N-KnWlCyga2n-MV_WBrkKe_DagbuwQs,Rafik Pst,https://play-lh.googleusercontent.com/a-/AOh14Gh82jS36hVicc-DpXIOxnRw6NaGkXjun7ldQyyTGQ,"Searching the chennal not showing, Improve that search options",2,0,8.4.2,2022-01-08 11:18:00,,,Telegram
9848,gp:AOqpTOHn7lxVuXciuXpbN6PlcRX1AuyfSy19SGMha0jYOlWVv3qEBLcIGl1r8P6iKHF4zcI-umxe1Frd1RSqwGw,kaif hossain,https://play-lh.googleusercontent.com/a-/AOh14GgzRpdR0z9EUfyOjTgjG2Bx17WqIeC1yl4_O9yPJQ,Telegram photos doesn't save in phone gallery.... Even press the button 'save to gallery' Telegram please fix this problem...!,1,2,8.2.2,2021-11-08 17:50:15,,,Telegram
9849,gp:AOqpTOEyuTngJEo8J02mZWj5YslhCnBZDYZoDvi2HT3YWfSIxqlA18RUDUgdcfUOB34Sy-j4GsQVmII-KRDa1dw,Расул,https://play-lh.googleusercontent.com/a/AATXAJxHvRv1sx7JPTkXMPNXSKSAlNjwc0bBi7AcOCvp=mo,Download speed is reduced after the latest update,1,41,8.5.4,2022-02-21 21:49:35,,,Telegram
9850,gp:AOqpTOF9H2FLgVbQ-zvAf169BVgSJe4APqM74V2TBR8kTDMhfdSng0-X5be7D4bjttmFBj4jZGnVDR_EGPbLRn0,Cartoons,https://play-lh.googleusercontent.com/a-/AOh14GjsT_s1Fb5e8hMSxp_qF3TDIOA4vx-S4OvQZ_V_GA,"It annoys a lot during video calls, it suddenly gets zoomed in. Every 2 minutes it gets zoomed in. Kindly resolve this issue as soon as possible.",1,98,8.2.7,2021-12-05 02:34:27,,,Telegram
9851,gp:AOqpTOHIxCUsrgfqWWsXVEmKCkc0uJSxvUOAxAt7NLChVkw5CcPnt5gAnz1Pyoc7OosI8Ig2q9yGSK_90i52Sd4,Marco Mendoza,https://play-lh.googleusercontent.com/a-/AOh14GgHihJ3QexHO3strdAaYae93ioRxizy_WtRRsSfKJ0,Did I really moved to WhatsApp to this? Push notifications doesn't work and need to open app to refresh new messages. Line is a better choice instead.,2,3,8.1.2,2021-09-28 10:15:54,,,Telegram
9852,gp:AOqpTOGbtymgOpzvzq2T8ojNaRl4s72mi4HSjSfUQapN3H1gt88HjmKn5qep8cn0J1bN1gpGLDzCjjHFd_Y5Rz0,Chetan Vaghela,https://play-lh.googleusercontent.com/a-/AOh14Gjv5QNhCU3UMbkfna30Hzs6qOUm1B5Q9CfLum_5tw,Because download file not save in media it save in data so fix it please,1,0,8.4.2,2022-01-07 13:41:34,,,Telegram
9853,gp:AOqpTOGAGeWDd4cnhLf0VIsk9X6ZvW0cCSb0yETmDAcTx7iRx6bN2CcQMbYggvR-SUKyiYdac2efBzZLV8nrLiY,anonymous creator,https://play-lh.googleusercontent.com/a-/AOh14GjaH59g4cqa2rkeEJwj3XYORjDvQWK5Vq1B3L_JAA,This is good app but you should add more features like screen sharing on video calls and msg status and the last one more effective bio writing...,5,10,8.2.7,2021-12-09 07:57:55,,,Telegram
9854,gp:AOqpTOGJP--1JZ9gnT52ERV9uJuLL37JeHkHTvZeadUYHtQMn6zE0ktbIZNLbd68uihT0YtR3DxYTAwe8Gn0TcM,Syauqi Muhammad,https://play-lh.googleusercontent.com/a/AATXAJz6IjLQ6dHVPOAFr77Oo_0SMMiPx74D_EonQxQo=mo,"It's the greatest messaging app, but somehow after I update it to 8.2.2 I can't save my photos to gallery.",5,2,8.2.2,2021-11-10 10:48:47,,,Telegram
9855,gp:AOqpTOFPV4qzC2Cyuh7A2lcef1I1IK7m31a0c-3zPlMJaV1Soge6EdI3DKARMuXUyMeM2bDoq9z5o9dE0IAWuMA,Samuel Omotunde,https://play-lh.googleusercontent.com/a-/AOh14GhFjgB4bAlNbxX2uoptJu1YyMRQPHqHNHvafmTi1A,This app is too sweet and is working perfectly. You have my five ❤️ stars!,5,0,8.5.0,2022-02-04 01:57:06,,,Telegram
9856,gp:AOqpTOERLo6BGFLlxMfpAGJBmRBwBeKbzFTom7euubVpjOFrmVZsrQbOzTq7pTz7fK54Bf_bkzv3YO9TeppmfCY,Kittad Manjunath,https://play-lh.googleusercontent.com/a-/AOh14GiwcQC2c5ym6VavbWNUb1SmIu5rxbpceU7sw5zsvZQ,"Regret.....since last update.....once you download the file then it opens, after sometime you open the file it again says download file😒😒 .it's vary bad update so update this bug.",1,2,8.2.2,2021-11-20 08:23:35,,,Telegram
9857,gp:AOqpTOGxs_eDbFQRB2E19CYl3VYenYYC4TljCqkbDMujp6D_j1qjNYwMtOes5m2pAqD57-kb91vHAlPmY_PK_eY,Лоуреат Нобелевич,https://play-lh.googleusercontent.com/a-/AOh14GgM_xS0OiT2krTdjLSa7AzPrCIReyH7X2J_HtPTfw,"Tg stopped downloading pictures to gallery, all permissions are enabled. Didn't find any info about this. Phone - android",3,1,8.2.1,2021-11-07 13:11:54,,,Telegram
9858,gp:AOqpTOFH2L1p_HwGXj2eyBDtvSaUNPPMBjoQT1HJQPS1ukJky_TXfEfc6TuKVd2Nh86axfSKem11spBKjy05wVU,Copyright Free Videos,https://play-lh.googleusercontent.com/a-/AOh14GgHil4RpzuCK1KEtEjR_C5TwwTO-Qc0JACBrn7B,I ask from everyone they are saying connection problems please fix this,1,0,8.5.4,2022-02-22 15:39:49,,,Telegram
9859,gp:AOqpTOGQ6Aub9mD0iWiZghxe9nkZ1CYKvI2mfHyfXxMa-n2QVV9HR-OWguDND4DHYWrY3A4gWuIwRN6hef7u5YY,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Please add feature that you can delete block user without unblock them ... This feature is useful for robot because robot can send you messages after you unblock them and that annoying.,5,4,8.3.0,2021-12-07 23:31:09,,,Telegram
